MetamorphicFacies_Benambran,MetamorphicFacies_KanimblanTablelands,MetamorphicFacies_Tabberabberan,Intrusions_Tabberabberan,RockUnits_LAO
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Dacite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Mafic igneous rock,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Greenschist facies,Greenschist facies,Null,Limestone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Sandstone,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Mafic igneous rock,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Mafic igneous rock,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Tuff and lapilli tuff
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Tuff and lapilli tuff
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Mafic igneous rock,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Tuff and lapilli tuff
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Greenschist facies,Greenschist facies,Null,Limestone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Quartzite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granodiorite,Granodiorite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Conglomerate
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Conglomerate
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Monzodiorite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroxenite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Dacite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Quartzite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granodiorite,Granodiorite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granodiorite,Granodiorite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Dacite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Tuff and lapilli tuff
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Monzodiorite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Dacite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Chert
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Quartzite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Mafic igneous rock,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Diorite,Diorite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granodiorite,Granodiorite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Mafic igneous rock,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Limestone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Limestone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Dacite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Mudstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Tuff and lapilli tuff
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Sandstone,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Igneous rock,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Igneous rock,Igneous rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Quartzite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granitic rock,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granitic rock,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granodiorite,Granodiorite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Phyllite
Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
